,timestamp,gpu_memory_util,gpu_util,power,total_energy,temperature,gpu_memory_total,gpu_memory_reserved,gpu_memory_free,gpu_memory_used,cpu_util,host_memory_total,host_memory_used,host_memory_free,host_memory_percentage
0,2024-06-21T14:29:22.561686,0,0,67651,25421941838,42,48305799168,569180160,47736422400,196608,10.3,101243179008,2527977472,94613643264,3.4
1,2024-06-21T14:29:23.056863,0,0,67651,25421979031,43,48305799168,569180160,47736422400,196608,49.8,101243179008,3083935744,94057533440,4.0
2,2024-06-21T14:29:23.557465,0,0,67631,25422015738,43,48305799168,569180160,47736422400,196608,71.5,101243179008,3740508160,93400551424,4.6
3,2024-06-21T14:29:24.057982,0,0,67631,25422052449,43,48305799168,569180160,47736422400,196608,14.8,101243179008,3805200384,93334429696,4.7
4,2024-06-21T14:29:24.632103,0,0,67631,25422085990,42,48305799168,569180160,47736422400,196608,10.4,101243179008,3936948224,93202657280,4.8
5,2024-06-21T14:29:25.059274,0,0,50398,25422111493,42,48305799168,569180160,47736422400,196608,19.6,101243179008,4022509568,93116465152,4.9
6,2024-06-21T14:29:25.559790,0,0,45270,25422143405,42,48305799168,569180160,47736422400,196608,7.2,101243179008,4237090816,92937719808,5.1
7,2024-06-21T14:29:26.060192,0,0,45270,25422177312,42,48305799168,569180160,47736422400,196608,20.4,101243179008,4337410048,92837109760,5.2
8,2024-06-21T14:29:26.560770,0,0,65607,25422211433,43,48305799168,569180160,47736422400,196608,5.3,101243179008,4393406464,92781113344,5.3
9,2024-06-21T14:29:27.127546,0,0,65607,25422244748,42,48305799168,569180160,47736422400,196608,10.7,101243179008,4441722880,92732796928,5.3
10,2024-06-21T14:29:27.561740,0,1,76342,25422274654,43,48305799168,569180160,47409070080,327548928,6.0,101243179008,4727201792,92436762624,5.6
11,2024-06-21T14:29:28.062404,0,2,76696,25422320852,43,48305799168,569180160,47392292864,344326144,15.1,101243179008,5424889856,91734757376,6.3
12,2024-06-21T14:29:28.562950,0,0,78061,25422359301,43,48305799168,569180160,47379709952,356909056,5.7,101243179008,6285684736,90870325248,7.2
13,2024-06-21T14:29:29.181356,0,2,77796,25422413134,44,48305799168,569180160,47249686528,486932480,9.8,101243179008,6760341504,90385743872,7.6
14,2024-06-21T14:29:29.563910,20,25,92634,25422454645,44,48305799168,569180160,47249686528,486932480,15.5,101243179008,6737727488,90409394176,7.6
15,2024-06-21T14:29:30.064573,20,25,103194,25422505104,45,48305799168,569180160,47249686528,486932480,10.9,101243179008,6743040000,90403938304,7.6
16,2024-06-21T14:29:30.565014,19,25,100696,25422555425,45,48305799168,569180160,47249686528,486932480,11.4,101243179008,6747582464,90398887936,7.6
17,2024-06-21T14:29:31.065711,19,24,100554,25422605939,45,48305799168,569180160,47249686528,486932480,11.0,101243179008,6748573696,90398679040,7.6
18,2024-06-21T14:29:31.665535,20,26,101952,25422668674,45,48305799168,569180160,47249686528,486932480,16.1,101243179008,6764687360,90382311424,7.6
19,2024-06-21T14:29:32.066830,19,25,103411,25422709104,45,48305799168,569180160,47249686528,486932480,11.5,101243179008,6754484224,90392027136,7.6
20,2024-06-21T14:29:32.567235,20,26,102610,25422759987,45,48305799168,569180160,47249686528,486932480,11.5,101243179008,6764421120,90381987840,7.6
21,2024-06-21T14:29:33.067778,20,25,101537,25422810691,45,48305799168,569180160,47249686528,486932480,11.2,101243179008,6762729472,90384297984,7.6
22,2024-06-21T14:29:33.684013,20,26,101649,25422872505,45,48305799168,569180160,47249686528,486932480,13.2,101243179008,6776107008,90370473984,7.6
23,2024-06-21T14:29:34.068850,20,25,103519,25422913944,45,48305799168,569180160,47249686528,486932480,13.8,101243179008,6756405248,90390179840,7.6
24,2024-06-21T14:29:34.569365,18,23,102535,25422963383,45,48305799168,569180160,47249686528,486932480,10.8,101243179008,6766047232,90380173312,7.6
25,2024-06-21T14:29:35.069894,10,12,95918,25423007966,45,48305799168,569180160,47249686528,486932480,20.4,101243179008,6771908608,90374578176,7.6
26,2024-06-21T14:29:35.570585,2,14,88770,25423049827,45,48305799168,569180160,47249686528,486932480,12.7,101243179008,6772486144,90374025216,7.6
27,2024-06-21T14:29:36.160743,2,14,86547,25423108948,45,48305799168,569180160,47249686528,486932480,21.6,101243179008,6776324096,90371063808,7.6
28,2024-06-21T14:29:36.571548,20,26,97893,25423149719,45,48305799168,569180160,47249686528,486932480,11.2,101243179008,6773710848,90372534272,7.6
29,2024-06-21T14:29:37.072280,21,26,103417,25423200579,45,48305799168,569180160,47249686528,486932480,11.2,101243179008,6780452864,90365251584,7.7
30,2024-06-21T14:29:37.572841,20,26,102279,25423251461,45,48305799168,569180160,47249686528,486932480,12.2,101243179008,6781091840,90365497344,7.7
31,2024-06-21T14:29:38.182040,20,26,102299,25423313822,46,48305799168,569180160,47249686528,486932480,14.1,101243179008,6797795328,90348277760,7.7
32,2024-06-21T14:29:38.573833,21,27,105056,25423356479,46,48305799168,569180160,47249686528,486932480,14.9,101243179008,6775963648,90370342912,7.6
33,2024-06-21T14:29:39.074415,20,26,105381,25423408103,46,48305799168,569180160,47249686528,486932480,11.3,101243179008,6774915072,90370830336,7.6
34,2024-06-21T14:29:39.574974,20,26,103684,25423459645,46,48305799168,569180160,47249686528,486932480,10.5,101243179008,6774525952,90370818048,7.6
35,2024-06-21T14:29:40.075461,20,26,103327,25423511172,46,48305799168,569180160,47249686528,486932480,11.6,101243179008,6776053760,90369679360,7.7
36,2024-06-21T14:29:40.672641,20,25,103620,25423574682,46,48305799168,569180160,47249686528,486932480,14.9,101243179008,6785597440,90360774656,7.7
37,2024-06-21T14:29:41.076483,20,25,104005,25423615034,46,48305799168,569180160,47249686528,486932480,10.8,101243179008,6763716608,90381942784,7.6
38,2024-06-21T14:29:41.577013,18,23,102370,25423663650,45,48305799168,569180160,47249686528,486932480,11.5,101243179008,6726836224,90419515392,7.6
39,2024-06-21T14:29:42.077799,2,13,92190,25423705292,45,48305799168,569180160,47249686528,486932480,19.9,101243179008,6753411072,90392174592,7.6
40,2024-06-21T14:29:42.665842,2,12,86217,25423757564,46,48305799168,569180160,47249686528,486932480,20.2,101243179008,6765244416,90381361152,7.6
41,2024-06-21T14:29:43.078707,21,27,93034,25423800185,46,48305799168,569180160,47249686528,486932480,14.6,101243179008,6773383168,90372501504,7.6
42,2024-06-21T14:29:43.579300,21,27,102235,25423852210,46,48305799168,569180160,47249686528,486932480,11.8,101243179008,6773940224,90372763648,7.6
43,2024-06-21T14:29:44.079811,21,26,104468,25423904075,46,48305799168,569180160,47249686528,486932480,11.9,101243179008,6775496704,90370895872,7.6
44,2024-06-21T14:29:44.580335,20,26,103975,25423955844,46,48305799168,569180160,47249686528,486932480,11.8,101243179008,6781526016,90364551168,7.7
45,2024-06-21T14:29:45.177185,21,26,103929,25424020252,47,48305799168,569180160,47249686528,486932480,15.7,101243179008,6794293248,90351480832,7.7
46,2024-06-21T14:29:45.581346,21,26,105749,25424061635,46,48305799168,569180160,47249686528,486932480,11.4,101243179008,6781857792,90363772928,7.7
47,2024-06-21T14:29:46.081876,20,26,104863,25424113113,46,48305799168,569180160,47249686528,486932480,12.2,101243179008,6784507904,90360778752,7.7
48,2024-06-21T14:29:46.582447,21,27,103859,25424164966,46,48305799168,569180160,47249686528,486932480,11.8,101243179008,6788341760,90357649408,7.7
49,2024-06-21T14:29:47.168064,21,27,104010,25424228168,47,48305799168,569180160,47249686528,486932480,13.2,101243179008,6801948672,90344013824,7.7
50,2024-06-21T14:29:47.583975,21,26,105673,25424270706,47,48305799168,569180160,47249686528,486932480,14.9,101243179008,6784557056,90361323520,7.7
51,2024-06-21T14:29:48.084269,20,26,105433,25424322111,47,48305799168,569180160,47249686528,486932480,12.6,101243179008,6781345792,90364735488,7.7
